year,image,config,region,market,product,doses,asset,asset_top,asset_hours,asset_utilization,is_approved,raw_priority,provided_priority
2024,SYRINGE,1x,LA,Puerto Rico,Recombivax - HB Pediatric,450,WP B38 SFL,0.0,5760.0,9.000057600368643e-06,True,1.0,1.0
2024,SYRINGE,1x,EU,Sweden,Pneumovax 23,20180,Carlow SFL,0.0,5513.4,0.0002911971451084996,True,1.0,1.0
2024,SYRINGE,1x,EU,Sweden,Pneumovax 23,20180,WP B38 SFL,0.0,5760.0,0.0004036025830565316,True,1.0,1.0
2024,SYRINGE,1x,EU,Spain,Vaqta - Adult,3648,WP B38 SFL,0.0,5760.0,7.296046694698846e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Spain,Vaqta - Adult,3648,Parkway,500000.0,5760.1,0.0002432020038223768,True,8.14,8.14
2024,VIAL,1x,EU,Belgium,Recombivax HB - Dialysis,90,WP L131 VFL,0.0,5760.0,4.5000288001843215e-06,True,1.0,1.0
2024,SYRINGE,1x,EU,Croatia,Recombivax - HB Pediatric,667,WP B38 SFL,0.0,5760.0,1.334008537654641e-05,True,1.0,1.0
2024,VIAL,1x,AP (ex. China+India+Japan),Thailand,Gardasil,66667,WP B38 VFL,0.0,5760.0,0.001333348533430614,True,1.0,1.0
2024,LYO,1x,LA,Guatemala,Varivax,430,VMF 101,0.0,3805.1,1.972460875564227e-05,True,9.0,9.0
2024,LYO,1x,LA,Guatemala,Varivax,430,WP L127,0.0,5760.0,2.160779697756166e-05,True,9.0,9.0
2024,LYO,1x,LA,Guatemala,Varivax,430,Winterfell,0.0,0.0,1000000.0,True,9.0,9.0
2024,LYO,1x,LA,Guatemala,Varivax,430,VMF 102,0.0,3447.6,1.7479671215547038e-05,True,9.0,9.0
2024,SYRINGE,1x,China,China,Gardasil 9,2500000,Carlow SFL,0.0,5513.4,0.03607496842275763,True,1.0,1.0
2024,VIAL-Diluent,1x,LA,Peru,ProQuad,1300,JHS,0.0,5760.0,4.333361066844161e-05,True,8.96,8.96
2024,VIAL-Diluent,1x,LA,Peru,ProQuad,1300,Patheon - Diluent,623333.3333333334,5760.0,3.250020800133121e-05,True,8.879999999999999,8.879999999999999
2024,SYRINGE,1x,EEMEA,Saudi Arabia,Gardasil,7612,WP B38 SFL,0.0,5760.0,0.0001522409743422358,True,1.0,1.0
2024,SYRINGE,1x,EU,Austria,Recombivax - HB Pediatric,5724,WP B38 SFL,0.0,5760.0,0.00011448073267668914,True,1.0,1.0
2024,SYRINGE,1x,EU,Slovakia,Vaqta - Adult,101,WP B38 SFL,0.0,5760.0,2.0200129280827395e-06,True,1.0,1.0
2024,SYRINGE,1x,EU,Slovakia,Vaqta - Adult,101,Parkway,500000.0,5760.1,6.733388811968218e-06,True,8.14,8.14
2024,SYRINGE,1x,EU,Slovakia,Vaqta - Pediatric,220,WP B38 SFL,0.0,5760.0,4.400028160180226e-06,True,1.0,1.0
2024,SYRINGE,1x,EU,Slovakia,Vaqta - Pediatric,220,Parkway,500000.0,5760.1,1.46667875112179e-05,True,8.42,8.42
2024,SYRINGE,1x,EU,Belgium,Gardasil 9,33023,Carlow SFL,0.0,5513.4,0.00047652147288989016,True,1.0,1.0
2024,SYRINGE,1x,EU,Belgium,Gardasil 9,33023,WP B38 SFL,0.0,5760.0,0.0006604642269710527,True,1.0,1.0
2024,SYRINGE,1x,EU,Belgium,Gardasil 9,33023,Spruce,1066666.6666666667,3360.0,0.0009435203242443608,True,9.05,9.05
2024,SYRINGE,1x,EU,Greece,Recombivax HB - Adult,25,WP B38 SFL,0.0,5760.0,5.000032000204801e-07,True,1.0,1.0
2024,SYRINGE,1x,EU,Cyprus,Vaxneuvance Ped,392,Carlow SFL,0.0,5513.4,5.656555048688397e-06,True,1.0,1.0
2024,SYRINGE,1x,EU,Cyprus,Vaxneuvance Ped,392,Coral,166666.66666666666,5760.1,2.6133548656351897e-05,True,8.28,8.28
2024,SYRINGE,1x,EEMEA,Israel,Gardasil 9,32593,WP B38 SFL,0.0,5760.0,0.0006518641719307004,True,1.0,1.0
2024,SYRINGE,1x,EEMEA,Saudi Arabia,Pneumovax 23,7138,WP B38 SFL,0.0,5760.0,0.00014276091366984748,True,1.0,1.0
2024,SYRINGE,1x,EU,Albania,Gardasil 9,2463,Carlow SFL 2,0.0,3369.4,5.8642515229068345e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Albania,Gardasil 9,2463,Carlow SFL,0.0,5513.4,3.554105889010082e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Albania,Gardasil 9,2463,WP B38 SFL,0.0,5760.0,4.9260315266017705e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Albania,Gardasil 9,2463,Spruce,1066666.6666666667,3360.0,7.037187895145385e-05,True,9.05,9.05
2024,SYRINGE,1x,EU,Denmark,Recombivax HB - Adult,1,WP B38 SFL,0.0,5760.0,2.0000128000819205e-08,True,1.0,1.0
2024,SYRINGE,1x,AP (ex. China+India+Japan),Malaysia,Pneumovax 23,10251,WP B38 SFL,0.0,5760.0,0.00020502131213639765,True,1.0,1.0
2024,VIAL,1x,EEMEA,Oman,Vaqta - Pediatric,10334,WP B38 VFL,0.0,5760.0,0.00020668132276046566,True,1.0,1.0
2024,SYRINGE,1x,Japan,Japan,Recombivax HB - Adult,25045,WP B38 SFL,0.0,5760.0,0.000500903205780517,True,1.0,1.0
2024,SYRINGE-Diluent,1x,LA,Puerto Rico,M-M-R II,1446,Aspen,0.0,5760.0,2.8919851930358116e-05,True,7.282,7.282
2024,SYRINGE-Diluent,1x,LA,Puerto Rico,M-M-R II,1446,Baxter - Diluent,1250000.0,5760.0,7.712019742770542e-05,True,7.8,7.8
2024,SYRINGE-Diluent,1x,LA,Puerto Rico,M-M-R II,1446,Vetter,0.0,5760.0,0.00014460092544592285,True,8.68,8.68
2024,SYRINGE,1x,EU,Reunion,Recombivax HB - Adult,20,WP B38 SFL,0.0,5760.0,4.0000256001638416e-07,True,1.0,1.0
2024,SYRINGE,1x,EU,Montenegro,Gardasil 9,917,Carlow SFL 2,0.0,3369.4,2.183320603534538e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Montenegro,Gardasil 9,917,Carlow SFL,0.0,5513.4,1.3232298417467501e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Montenegro,Gardasil 9,917,WP B38 SFL,0.0,5760.0,1.8340117376751213e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Montenegro,Gardasil 9,917,Spruce,1066666.6666666667,3360.0,2.620016768107316e-05,True,9.05,9.05
2024,SYRINGE,1x,EU,Slovenia,Pneumovax 23,5334,Carlow SFL,0.0,5513.4,7.69695526267957e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Slovenia,Pneumovax 23,5334,WP B38 SFL,0.0,5760.0,0.00010668068275636964,True,1.0,1.0
2024,LYO,1x,LA,Bermuda,Varivax,430,VMF 101,0.0,3805.1,1.972460875564227e-05,True,9.0,9.0
2024,LYO,1x,LA,Bermuda,Varivax,430,WP L127,0.0,5760.0,2.160779697756166e-05,True,9.0,9.0
2024,LYO,1x,LA,Bermuda,Varivax,430,Winterfell,0.0,0.0,1000000.0,True,9.0,9.0
2024,LYO,1x,LA,Bermuda,Varivax,430,VMF 102,0.0,3447.6,1.7479671215547038e-05,True,9.0,9.0
2024,SYRINGE,1x,AP (ex. China+India+Japan),Malaysia,Vaxneuvance Ped,2934,Carlow SFL,0.0,5513.4,4.233758294094836e-05,True,1.0,1.0
2024,SYRINGE,1x,AP (ex. China+India+Japan),Malaysia,Vaxneuvance Ped,2934,Coral,166666.66666666666,5760.1,0.00019560161162687873,True,8.28,8.28
2024,SYRINGE,1x,EU,Germany,Vaqta - Pediatric,400,WP B38 SFL,0.0,5760.0,8.000051200327682e-06,True,1.0,1.0
2024,SYRINGE,1x,EU,Germany,Vaqta - Pediatric,400,Parkway,500000.0,5760.1,2.6666886384032547e-05,True,8.42,8.42
2024,VIAL,1x,US,United States of America,Recombivax - HB Pediatric,29288,WP B38 VFL,0.0,5760.0,0.0005857637488879928,True,1.0,1.0
2024,SYRINGE,1x,AP (ex. China+India+Japan),Singapore,Gardasil 9,10251,Carlow SFL,0.0,5513.4,0.0001479218005206754,True,1.0,1.0
2024,SYRINGE,1x,AP (ex. China+India+Japan),Singapore,Gardasil 9,10251,WP B38 SFL,0.0,5760.0,0.00020502131213639765,True,1.0,1.0
2024,SYRINGE,1x,AP (ex. China+India+Japan),New Zealand,Pneumovax 23,817,WP B38 SFL,0.0,5760.0,1.634010457666929e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Martinique,Recombivax - HB Pediatric,39,WP B38 SFL,0.0,5760.0,7.800049920319491e-07,True,1.0,1.0
2024,SYRINGE,1x,LA,El Salvador,Pneumovax 23,228,WP B38 SFL,0.0,5760.0,4.560029184186779e-06,True,1.0,1.0
2024,SYRINGE,1x,EU,Germany,Recombivax HB - Adult,430,WP B38 SFL,0.0,5760.0,8.600055040352258e-06,True,1.0,1.0
2024,SYRINGE,1x,EU,Bosnia/Herzegovina,Gardasil 9,4750,Carlow SFL 2,0.0,3369.4,0.00011309457869998971,True,1.0,1.0
2024,SYRINGE,1x,EU,Bosnia/Herzegovina,Gardasil 9,4750,Carlow SFL,0.0,5513.4,6.85424400032395e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Bosnia/Herzegovina,Gardasil 9,4750,WP B38 SFL,0.0,5760.0,9.500060800389122e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Bosnia/Herzegovina,Gardasil 9,4750,Spruce,1066666.6666666667,3360.0,0.00013571515429127318,True,9.05,9.05
2024,SYRINGE,1x,EU,Denmark,Gardasil 9,24251,Carlow SFL,0.0,5513.4,0.0003499416236881182,True,1.0,1.0
2024,SYRINGE,1x,EU,Denmark,Gardasil 9,24251,WP B38 SFL,0.0,5760.0,0.00048502310414786655,True,1.0,1.0
2024,SYRINGE,1x,EU,Denmark,Gardasil 9,24251,Spruce,1066666.6666666667,3360.0,0.0006928901487826665,True,9.05,9.05
2024,SYRINGE,1x,EEMEA,Iraq,Gardasil 9,263,Carlow SFL,0.0,5513.4,3.795086678074103e-06,True,1.0,1.0
2024,SYRINGE,1x,EEMEA,Iraq,Gardasil 9,263,WP B38 SFL,0.0,5760.0,5.260033664215451e-06,True,1.0,1.0
2024,SYRINGE,1x,EU,Greece,Vaxneuvance Ped,6655,Carlow SFL,0.0,5513.4,9.603156594138081e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Greece,Vaxneuvance Ped,6655,Coral,166666.66666666666,5760.1,0.0004436703222143415,True,8.28,8.28
2024,SYRINGE,1x,EU,Ireland,Recombivax HB - Adult,417,WP B38 SFL,0.0,5760.0,8.340053376341609e-06,True,1.0,1.0
2024,SYRINGE,1x,India,India,Gardasil 9,34329,Carlow SFL,0.0,5513.4,0.0004953670363939387,True,1.0,1.0
2024,SYRINGE,1x,India,India,Gardasil 9,34329,WP B38 SFL,0.0,5760.0,0.0006865843941401225,True,1.0,1.0
2024,SYRINGE,1x,Japan,Japan,Pneumovax 23,127169,Carlow SFL,0.0,5513.4,0.0018350470637414661,True,1.0,1.0
2024,SYRINGE,1x,Japan,Japan,Pneumovax 23,127169,WP B38 SFL,0.0,5760.0,0.0025433962777361777,True,1.0,1.0
2024,SYRINGE,1x,EEMEA,Saudi Arabia,Gardasil 9,36500,Carlow SFL,0.0,5513.4,0.0005266945389722614,True,1.0,1.0
2024,SYRINGE,1x,EEMEA,Saudi Arabia,Gardasil 9,36500,WP B38 SFL,0.0,5760.0,0.000730004672029901,True,1.0,1.0
2024,SYRINGE,1x,EU,Netherlands,Vaqta - Pediatric,1250,WP B38 SFL,0.0,5760.0,2.5000160001024007e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Netherlands,Vaqta - Pediatric,1250,Parkway,500000.0,5760.1,8.333401995010171e-05,True,8.42,8.42
2024,SYRINGE,1x,LA,Chile,Gardasil 9,20008,WP B38 SFL,0.0,5760.0,0.00040016256104039065,True,1.0,1.0
2024,SYRINGE,1x,EEMEA,Lebanon,Gardasil 9,3160,WP B38 SFL,0.0,5760.0,6.320040448258869e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Austria,Vaqta - Adult,717,WP B38 SFL,0.0,5760.0,1.4340091776587369e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Austria,Vaqta - Adult,717,Parkway,500000.0,5760.1,4.7800393843378344e-05,True,8.14,8.14
2024,SYRINGE,1x,EU,Netherlands,Recombivax - HB Pediatric,37,WP B38 SFL,0.0,5760.0,7.400047360303106e-07,True,1.0,1.0
2024,SYRINGE,1x,LA,Brazil,Gardasil 9,18083,WP B38 SFL,0.0,5760.0,0.0003616623146388137,True,1.0,1.0
2024,LYO,1x,LA,Mexico,ProQuad,238,VMF 101,0.0,3805.1,1.0917341590332232e-05,True,9.0,9.0
2024,LYO,1x,LA,Mexico,ProQuad,238,WP L127,0.0,5760.0,1.1959664373627151e-05,True,9.0,9.0
2024,LYO,1x,LA,Mexico,ProQuad,238,Winterfell,0.0,0.0,1000000.0,True,9.0,9.0
2024,LYO,1x,LA,Mexico,ProQuad,238,VMF 102,0.0,3447.6,9.674794765814407e-06,True,9.0,9.0
2024,LYO,1x,Canada,Canada,M-M-R II,19305,VMF 101,0.0,3805.1,0.0008855431907620325,True,9.0,9.0
2024,LYO,1x,Canada,Canada,M-M-R II,19305,WP L127,0.0,5760.0,0.0009700895829112276,True,9.0,9.0
2024,LYO,1x,Canada,Canada,M-M-R II,19305,Winterfell,0.0,0.0,1000000.0,True,9.0,9.0
2024,LYO,1x,Canada,Canada,M-M-R II,19305,VMF 102,0.0,3447.6,0.0007847559367817106,True,9.0,9.0
2024,SYRINGE,1x,EEMEA,Libyan Arab Jamahiriya,Pneumovax 23,200,WP B38 SFL,0.0,5760.0,4.000025600163841e-06,True,1.0,1.0
2024,SYRINGE,1x,EU,Slovakia,Vaxneuvance Ped,5623,Carlow SFL,0.0,5513.4,8.113981897646647e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Slovakia,Vaxneuvance Ped,5623,Coral,166666.66666666666,5760.1,0.0003748697553435375,True,8.28,8.28
2024,VIAL-Diluent,1x,LA,Antigua and Barbuda,Varivax,215,JHS,0.0,5760.0,7.1667125336268814e-06,True,8.96,8.96
2024,VIAL-Diluent,1x,LA,Antigua and Barbuda,Varivax,215,Patheon - Diluent,623333.3333333334,5760.0,5.375034400220162e-06,True,8.879999999999999,8.879999999999999
2024,SYRINGE,1x,EU,France,Recombivax - HB Pediatric,1657,WP B38 SFL,0.0,5760.0,3.314021209735742e-05,True,1.0,1.0
2024,SYRINGE,1x,LA,Chile,Vaqta - Adult,370,WP B38 SFL,0.0,5760.0,7.400047360303106e-06,True,1.0,1.0
2024,SYRINGE,1x,EU,Netherlands,Pneumovax 23,77084,Carlow SFL,0.0,5513.4,0.00111232114635994,True,1.0,1.0
2024,SYRINGE,1x,EU,Netherlands,Pneumovax 23,77084,WP B38 SFL,0.0,5760.0,0.0015416898668151476,True,1.0,1.0
2024,VIAL,1x,GAVI,Kenya,Gardasil,2462521,WP B38 VFL,0.0,5760.0,0.04925073520470531,True,1.0,1.0
2024,SYRINGE,1x,AP (ex. China+India+Japan),"Korea, Republic of",Gardasil 9,153335,Carlow SFL,0.0,5513.4,0.0022126221132414167,True,1.0,1.0
2024,SYRINGE,1x,AP (ex. China+India+Japan),"Korea, Republic of",Gardasil 9,153335,WP B38 SFL,0.0,5760.0,0.0030667196270056127,True,1.0,1.0
2024,SYRINGE,1x,EU,Lithuania,Vaxneuvance Ped,20,Carlow SFL,0.0,5513.4,2.8859974738206105e-07,True,1.0,1.0
2024,SYRINGE,1x,EU,Lithuania,Vaxneuvance Ped,20,Coral,166666.66666666666,5760.1,1.3333443192016272e-06,True,8.28,8.28
2024,SYRINGE,1x,EU,Switzerland,Pneumovax 23,750,Carlow SFL,0.0,5513.4,1.0822490526827291e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Switzerland,Pneumovax 23,750,WP B38 SFL,0.0,5760.0,1.5000096000614403e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Greece,Gardasil 9,27653,Carlow SFL,0.0,5513.4,0.00039903244071780677,True,1.0,1.0
2024,SYRINGE,1x,EU,Greece,Gardasil 9,27653,WP B38 SFL,0.0,5760.0,0.0005530635396066535,True,1.0,1.0
2024,SYRINGE,1x,EU,Greece,Gardasil 9,27653,Spruce,1066666.6666666667,3360.0,0.0007900907708666478,True,9.05,9.05
2024,SYRINGE,1x,AP (ex. China+India+Japan),"Korea, Republic of",Gardasil,29346,WP B38 SFL,0.0,5760.0,0.0005869237563120404,True,1.0,1.0
2024,VIAL,1x,EU,Ireland,Recombivax HB - Dialysis,167,WP L131 VFL,0.0,5760.0,8.350053440342019e-06,True,1.0,1.0
2024,SYRINGE,1x,EU,Serbia,Pneumovax 23,7500,Carlow SFL,0.0,5513.4,0.00010822490526827291,True,1.0,1.0
2024,SYRINGE,1x,EU,Serbia,Pneumovax 23,7500,WP B38 SFL,0.0,5760.0,0.00015000096000614404,True,1.0,1.0
2024,SYRINGE,1x,EU,Guadeloupe,Pneumovax 23,32,Carlow SFL,0.0,5513.4,4.6175959581129767e-07,True,1.0,1.0
2024,SYRINGE,1x,EU,Guadeloupe,Pneumovax 23,32,WP B38 SFL,0.0,5760.0,6.400040960262146e-07,True,1.0,1.0
2024,SYRINGE,1x,EU,Estonia,Gardasil 9,3015,Carlow SFL,0.0,5513.4,4.3506411917845705e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Estonia,Gardasil 9,3015,WP B38 SFL,0.0,5760.0,6.03003859224699e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Estonia,Gardasil 9,3015,Spruce,1066666.6666666667,3360.0,8.614340846067128e-05,True,9.05,9.05
2024,SYRINGE,1x,US,United States of America,Pneumovax 23,109449,WP B38 SFL,0.0,5760.0,0.0021889940095616615,True,1.0,1.0
2024,SYRINGE,1x,EU,France,Gardasil 9,253119,Carlow SFL,0.0,5513.4,0.0036525039728799954,True,1.0,1.0
2024,SYRINGE,1x,EU,France,Gardasil 9,253119,WP B38 SFL,0.0,5760.0,0.005062412399439356,True,1.0,1.0
2024,SYRINGE,1x,EU,France,Gardasil 9,253119,Spruce,1066666.6666666667,3360.0,0.007232017713484795,True,9.05,9.05
2024,SYRINGE,1x,EU,Sweden,Gardasil 9,52105,Carlow SFL,0.0,5513.4,0.0007518744918671147,True,1.0,1.0
2024,SYRINGE,1x,EU,Sweden,Gardasil 9,52105,WP B38 SFL,0.0,5760.0,0.0010421066694826847,True,1.0,1.0
2024,SYRINGE,1x,EU,Sweden,Gardasil 9,52105,Spruce,1066666.6666666667,3360.0,0.0014887238135466924,True,9.05,9.05
2024,SYRINGE,1x,EU,Luxembourg,Pneumovax 23,442,Carlow SFL,0.0,5513.4,6.378054417143549e-06,True,1.0,1.0
2024,SYRINGE,1x,EU,Luxembourg,Pneumovax 23,442,WP B38 SFL,0.0,5760.0,8.840056576362088e-06,True,1.0,1.0
2024,VIAL,1x,LA,Mexico,Gardasil 9,505475,WP B38 VFL,0.0,5760.0,0.010109564701214086,True,1.0,1.0
2024,VIAL,1x,AP (ex. China+India+Japan),Taiwan,Vaqta - Pediatric,100,WP B38 VFL,0.0,5760.0,2.0000128000819205e-06,True,1.0,1.0
2024,SYRINGE,1x,EU,Poland,Gardasil 9,26472,Carlow SFL,0.0,5513.4,0.00038199062563489607,True,1.0,1.0
2024,SYRINGE,1x,EU,Poland,Gardasil 9,26472,WP B38 SFL,0.0,5760.0,0.000529443388437686,True,1.0,1.0
2024,SYRINGE,1x,EU,Poland,Gardasil 9,26472,Spruce,1066666.6666666667,3360.0,0.0007563476977681229,True,9.05,9.05
2024,SYRINGE,1x,EU,Greece,Recombivax - HB Pediatric,150,WP B38 SFL,0.0,5760.0,3.000019200122881e-06,True,1.0,1.0
2024,SYRINGE,1x,EU,Germany,Recombivax - HB Pediatric,320,WP B38 SFL,0.0,5760.0,6.400040960262147e-06,True,1.0,1.0
2024,SYRINGE,1x,AP (ex. China+India+Japan),China (Hong Kong S.A.R.),Pneumovax 23,4266,WP B38 SFL,0.0,5760.0,8.532054605149473e-05,True,1.0,1.0
2024,VIAL,1x,EU,United Kingdom,Recombivax HB - Dialysis,1314,WP L131 VFL,0.0,5760.0,6.570042048269109e-05,True,1.0,1.0
2024,LYO,1x,LA,Panama,Varivax,430,VMF 101,0.0,3805.1,1.972460875564227e-05,True,9.0,9.0
2024,LYO,1x,LA,Panama,Varivax,430,WP L127,0.0,5760.0,2.160779697756166e-05,True,9.0,9.0
2024,LYO,1x,LA,Panama,Varivax,430,Winterfell,0.0,0.0,1000000.0,True,9.0,9.0
2024,LYO,1x,LA,Panama,Varivax,430,VMF 102,0.0,3447.6,1.7479671215547038e-05,True,9.0,9.0
2024,SYRINGE,1x,EU,Norway,Gardasil 9,3713,Carlow SFL 2,0.0,3369.4,8.840424646590774e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Norway,Gardasil 9,3713,Carlow SFL,0.0,5513.4,5.3578543101479636e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Norway,Gardasil 9,3713,WP B38 SFL,0.0,5760.0,7.426047526704172e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Norway,Gardasil 9,3713,Spruce,1066666.6666666667,3360.0,0.000106086393238631,True,9.05,9.05
2024,SYRINGE,1x,EU,Spain,Vaqta - Pediatric,1257,WP B38 SFL,0.0,5760.0,2.5140160897029742e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Spain,Vaqta - Pediatric,1257,Parkway,500000.0,5760.1,8.380069046182227e-05,True,8.42,8.42
2024,VIAL-Diluent,1x,LA,Guyana,Varivax,430,JHS,0.0,5760.0,1.4333425067253763e-05,True,8.96,8.96
2024,VIAL-Diluent,1x,LA,Guyana,Varivax,430,Patheon - Diluent,623333.3333333334,5760.0,1.0750068800440324e-05,True,8.879999999999999,8.879999999999999
2024,SYRINGE,1x,AP (ex. China+India+Japan),Singapore,Pneumovax 23,13750,WP B38 SFL,0.0,5760.0,0.0002750017600112641,True,1.0,1.0
2024,SYRINGE,1x,AP (ex. China+India+Japan),French Polynesia,Pneumovax 23,26,WP B38 SFL,0.0,5760.0,5.200033280212993e-07,True,1.0,1.0
2024,SYRINGE,1x,LA,Ecuador,Gardasil 9,7109,WP B38 SFL,0.0,5760.0,0.00014218090995782374,True,1.0,1.0
2024,SYRINGE,1x,EEMEA,Morocco,Pneumovax 23,1630,WP B38 SFL,0.0,5760.0,3.26002086413353e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Greece,Vaqta - Adult,292,WP B38 SFL,0.0,5760.0,5.840037376239208e-06,True,1.0,1.0
2024,SYRINGE,1x,EU,Greece,Vaqta - Adult,292,Parkway,500000.0,5760.1,1.9466827060343757e-05,True,8.14,8.14
2024,SYRINGE,1x,EU,Italy,Pneumovax 23,49167,Carlow SFL,0.0,5513.4,0.0007094791889766898,True,1.0,1.0
2024,SYRINGE,1x,EU,Italy,Pneumovax 23,49167,WP B38 SFL,0.0,5760.0,0.000983346293416278,True,1.0,1.0
2024,SYRINGE,1x,EU,Belgium,Recombivax HB - Adult,212,WP B38 SFL,0.0,5760.0,4.240027136173672e-06,True,1.0,1.0
2024,SYRINGE,1x,EU,Hungary,Pneumovax 23,2084,Carlow SFL,0.0,5513.4,3.0072093677210767e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Hungary,Pneumovax 23,2084,WP B38 SFL,0.0,5760.0,4.1680266753707225e-05,True,1.0,1.0
2024,SYRINGE,1x,Canada,Canada,Vaxneuvance Ped,28300,Carlow SFL,0.0,5513.4,0.0004083686425456164,True,1.0,1.0
2024,SYRINGE,1x,Canada,Canada,Vaxneuvance Ped,28300,Coral,166666.66666666666,5760.1,0.0018866822116703028,True,8.28,8.28
2024,LYO,1x,LA,Puerto Rico,Varivax,1651,VMF 101,0.0,3805.1,7.573332338503578e-05,True,9.0,9.0
2024,LYO,1x,LA,Puerto Rico,Varivax,1651,WP L127,0.0,5760.0,8.296389025570768e-05,True,9.0,9.0
2024,LYO,1x,LA,Puerto Rico,Varivax,1651,Winterfell,0.0,0.0,1000000.0,True,9.0,9.0
2024,LYO,1x,LA,Puerto Rico,Varivax,1651,VMF 102,0.0,3447.6,6.711380738806548e-05,True,9.0,9.0
2024,VIAL,1x,LA,Mexico,Vaqta - Adult,128,WP B38 VFL,0.0,5760.0,2.5600163841048582e-06,True,1.0,1.0
2024,VIAL-Diluent,1x,Canada,Canada,Varivax,37988,JHS,0.0,5760.0,0.0012662747708251999,True,8.96,8.96
2024,VIAL-Diluent,1x,Canada,Canada,Varivax,37988,Patheon - Diluent,623333.3333333334,5760.0,0.0009497060781188999,True,8.879999999999999,8.879999999999999
2024,SYRINGE,1x,LA,Argentina,Pneumovax 23,11667,WP B38 SFL,0.0,5760.0,0.00023334149338555767,True,1.0,1.0
2024,SYRINGE,1x,EU,Finland,Recombivax HB - Adult,5372,WP B38 SFL,0.0,5760.0,0.00010744068762040077,True,1.0,1.0
2024,SYRINGE,1x,EEMEA,Israel,Pneumovax 23,12500,WP B38 SFL,0.0,5760.0,0.0002500016000102401,True,1.0,1.0
2024,SYRINGE,1x,LA,Colombia,Gardasil,54764,WP B38 SFL,0.0,5760.0,0.001095287009836863,True,1.0,1.0
2024,SYRINGE,1x,GHH (Global Buckets),Greenland,Pneumovax 23,150000,WP B38 SFL,0.0,5760.0,0.0030000192001228805,True,1.0,1.0
2024,SYRINGE,1x,AP (ex. China+India+Japan),"Korea, Republic of",Vaqta - Adult,5000,WP B38 SFL,0.0,5760.0,0.00010000064000409603,True,1.0,1.0
2024,VIAL,1x,Canada,Canada,Vaqta - Adult,1393,WP B38 VFL,0.0,5760.0,2.786017830514115e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Austria,Recombivax HB - Adult,450,WP B38 SFL,0.0,5760.0,9.000057600368643e-06,True,1.0,1.0
2024,SYRINGE,1x,EU,Reunion,Vaqta - Adult,47,WP B38 SFL,0.0,5760.0,9.400060160385026e-07,True,1.0,1.0
2024,SYRINGE,1x,EU,Reunion,Vaqta - Adult,47,Parkway,500000.0,5760.1,3.133359150123824e-06,True,8.14,8.14
2024,SYRINGE,1x,EU,Germany,Pneumovax 23,111686,Carlow SFL,0.0,5513.4,0.0016116275693056435,True,1.0,1.0
2024,SYRINGE,1x,EU,Germany,Pneumovax 23,111686,WP B38 SFL,0.0,5760.0,0.0022337342958994935,True,1.0,1.0
2024,SYRINGE,1x,US,United States of America,Recombivax - HB Pediatric,165960,WP B38 SFL,0.0,5760.0,0.0033192212430159557,True,1.0,1.0
2024,VIAL,1x,EU,Luxembourg,Recombivax HB - Dialysis,23,WP L131 VFL,0.0,5760.0,1.1500073600471044e-06,True,1.0,1.0
2024,VIAL,1x,LA,Colombia,Gardasil,59281,WP B38 VFL,0.0,5760.0,0.0011856275880165633,True,1.0,1.0
2024,SYRINGE,1x,EU,Belgium,Vaqta - Adult,614,WP B38 SFL,0.0,5760.0,1.2280078592502992e-05,True,1.0,1.0
2024,SYRINGE,1x,EU,Belgium,Vaqta - Adult,614,Parkway,500000.0,5760.1,4.0933670599489956e-05,True,8.14,8.14
2024,VIAL-Diluent,1x,LA,Cayman Islands,Varivax,430,JHS,0.0,5760.0,1.4333425067253763e-05,True,8.96,8.96
2024,VIAL-Diluent,1x,LA,Cayman Islands,Varivax,430,Patheon - Diluent,623333.3333333334,5760.0,1.0750068800440324e-05,True,8.879999999999999,8.879999999999999
